Year,Month,State,District,Serial Number,Station Code,Station Name,DO (mg/L),pH,Conductivity (µS/cm),BOD (mg/L),Nitrate (mg/L),Turbidity (NTU),Chloride (mg/L),COD (mg/L),Ammonia  (mg/L),TDS (mg/L),Temperature
2020,August,Telangana,,55,2358,Mallapur tank,0.3,7.08,1420,21,5.92,28,166,150,4.2,842,25
2020,August,Telangana,,56,2347,Asani Kunta,0.3,7.08,6910,305,45,225,1256,1016,0.4,3841,25
2020,August,Telangana,,57,1783,Kistareddypet Tank,5.9,7.23,3360,8.2,19,19,342,78,0.4,1895,25
2020,August,Telangana,,58,2348,Khazipally Tank,4.1,7.05,2790,5,15,12,312,48,0.4,1612,25
2020,August,Telangana,,59,4302,Rudraram Tank,6,7.1,1860,3,14,14,304,27,0.4,1086,25
2020,August,Telangana,,61,4241,"Chitkul Tank,",4.8,7.04,1571,5,11,12,188,52,0.4,896,25
2020,August,Telangana,,62,4242,"Lakadaram Cheruvu,",5.3,6.74,1272,3,13,16,146,28,0.4,721,25
2020,August,Telangana,,63,4243,"Isnapur Tank,",4.6,6.94,5726,37,30,22,354,110,0.4,3185,25
2020,August,Telangana,,65,1789,Himayathsagar lake,6.1,7.61,369,2.1,0.29,8,50,14,0.4,214,25
2020,August,Telangana,,66,3069,"Shameerpet lake, Shameerpet",5.4,7.08,585,2.6,1.74,10,86,28,0.4,366,25
2020,August,Telangana,,67,3078,"Pragathinagar cheruvu, Kukatpally",1.2,7.22,998,8,2.6,9.6,158,72,0.4,640,25
2020,August,Telangana,,68,2340,Lakshminarayana cheruvu,4.8,7.48,1292,3.2,1.32,11,188,27,0.4,764,25
2020,August,Telangana,,69,1788,Saroornagar Lake,3.9,7.27,1070,10,2.29,12,160,87,2.8,631,25
2020,August,Telangana,,70,4234,"Umda sagar lake, Shamshabad ",3.3,8.18,1277,7,2.91,17,176,68,0.4,791,25
2020,August,Telangana,,71,1464,Bibinagar Tank,5.9,7.01,414,3,4,6,56,19,0.4,243,25
2020,August,Telangana,,72,3068,Ramappa lake,6.1,8.2,236,2.1,1.38,3,33,8,0.4,146,25
2020,August,Telangana,,73,1447,Dharmasagar tank,5.9,8.3,272,2.1,0.89,4,35,14,0.4,160,25
2020,August,Telangana,,74,2346,Bhadrakali tank,5.2,8.51,590,2.1,1.14,6,88,20,0.4,372,25
2020,August,Telangana,,75,3084,"Waddepally tank, Kazipet",5.7,8.44,516,2.1,0.82,4,75,19,0.4,299,25
2020,August,Telangana,,76,3085,Chinnawaddepally tank,2.6,7.71,986,11,1.93,14,195,63,0.4,593,25
2020,August,Telangana,,77,2343,Premajipet tank,1.2,6.98,3450,24,2.09,40,880,236,0.4,1934,25
2020,August,Telangana,,78,2345,Sai Cheruvu,3.2,8.2,6750,30,2.37,24,792,296,0.4,3962,25
2020,August,Telangana,,81,4228,"Pedda Cheruvu/Ibrahim Cheruvu, Rajendra Nagar",1.7,6.97,1686,8,5.3,20,172,75,0.4,1012,25
2020,August,Telangana,,82,4230,Kistaipally Cheruvu,5.2,7.12,1391,2.8,14,11,172,26,0.4,801,25
2020,August,Telangana,,83,4231,"Rayam Cheruvu,",5.6,7.06,495,2.4,3,7,64,22,0.4,289,25
2020,August,Telangana,,84,4232,"Komati Cheruvu,",6.3,7.18,432,4.2,3,9,66,38,0.4,2610,25
2020,August,Telangana,,85,4235,Lake Kamuni( Shamshabad Lake),3.8,7.11,1208,6,6.9,20,174,64,0.4,689,25
2020,August,Telangana,,86,4233,"Gaddapotharam cheruvu,",5.1,6.37,4520,8.4,27,24,380,93,0.4,2625,25
2020,August,Telangana,,87,4238,"Ameenpur Cheruvu,",5.6,7.15,1182,4.4,7,21,128,40,0.4,681,25
2020,August,Telangana,,88,4239,"Mahaboobsagar Tank,",5.8,6.75,1178,4.6,7,16,120,46,0.4,698,25
2020,August,Telangana,,90,4245,"Mallepally Tank,",5.5,6.82,1143,4,8,23,146,36,0.4,654,25
2020,August,Telangana,,91,4247,"Mucharla Nagaram cheruvu, Warangal",5.5,8.38,703,2.2,1.4,16,99,21,0.4,444,25
2020,August,Telangana,,92,4248,"Koti Cheruvu, Hanamkonda, Warangal",4.3,8.1,698,4,2.19,14,94,34,0.4,441,25
2020,August,Telangana,,93,4229,Neknampur Lake,3.1,7.08,1904,8,2.44,22,265,96,0.4,1180,25
2020,August,Telangana,,94,4249,"Rangasamudram, Warangal",4.2,8.43,892,4,1.46,12,116,32,0.4,527,25
2020,August,Telangana,,97,4670,"Bairamalaguda Cheruvu, Medchal-Malkajigiri District.",3.2,7.17,1219,7,2.59,26,174,80,0.4,760,25
2020,August,Telangana,,98,4675,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",5,8.22,600,3,1.2,12,91,29,0.4,360,25
2020,August,Telangana,,99,4680,Laknavaram lake,6.5,7.87,126,2.1,0.63,4,17,12,0.4,72,25
2020,August,Telangana,,100,4681,Pakala lake Narsampet,4.4,8.21,313,2.1,1.3,4,48,17,0.4,191,25
2020,August,Telangana,,101,4682,Bandham Cheruvu,1,8.28,921,4,1.74,8,186,45,0.4,580,25
2020,August,Telangana,,102,4688,"Narinja River, Kothur - B (V), Zaheerabad",7,6.98,198,2.1,1,5,30,10,0.4,114,25
2020,August,Telangana,,103,1391,Hussain sagar Lake,2,7.41,1204,8,2.62,6,162,74,2.8,688,25
2020,August,Telangana,,104,3071,Langarhouse lake,1.9,6.92,978,6,2.12,10,142,56,0.4,542,25
2020,August,Telangana,,105,2341,Miralam tank,2.7,7.23,1206,10,1.75,14,144,99,2.4,710,25
2020,August,Telangana,,106,3073,"Hasmathpet lake, Hasmathpet",0.3,7.14,928,20,2.49,12,134,106,2.2,572,25
2020,August,Telangana,,107,3072,Safilguda lake,0.3,6.94,816,6,2.04,12,118,62,0.4,480,25
2020,August,Telangana,,108,3075,Rangadhamuni cheruvu,2.5,7.01,778,13,0.87,13,82,42,0.4,442,25
2020,August,Telangana,,109,3076,"Amber cheruvu, Kukatpally",0.8,7.26,994,8,1.62,10,154,68,0.4,588,25
2020,August,Telangana,,110,3077,"Kapra cheruvu, Kapra",0.3,7.02,1386,12,2.13,20,224,122,2.2,780,25
2020,August,Telangana,,111,2357,Durgam cheruvu,2.2,7.52,902,8,1.14,8,138,58,0.4,529,25
2020,August,Telangana,,112,2344,Nalla cheruvu,0.3,7.14,1120,12,2.42,12,194,112,3.4,632,25
2020,August,Telangana,,113,2359,Pedda Cheruvu (Nacharam cheruvu),1.1,7.17,914,12,2.89,18,144,110,0.4,560,25
2020,August,Telangana,,114,2342,Noor Md. Kunta,0.3,7.14,1144,15,4.25,14,220,108,2.8,686,25
2020,August,Telangana,,115,3070,"Fox sagar, Jeedimetla",2.6,7.2,1374,10,1.64,8,178,120,3.2,785,25
2020,August,Telangana,,116,3074,Banjara Lake,0.9,7.12,1080,8,1.34,9,172,95,2.2,620,25
2020,August,Telangana,,118,3086,Saki Tank,5.9,7.13,1784,6.4,9,15,252,58,0.4,997,25
2020,August,Telangana,,119,4237,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",0.3,6.93,1163,8,2.44,14,202,98,2,720,25
2020,August,Telangana,,120,4667,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",1.6,8.39,1650,10,6.81,20,194,108,3.2,936,25
2020,August,Telangana,,121,4668,"Chinnarayan Cheruvu, Alwal (V)",2.7,6.93,1252,13,1.58,30,180,86,0.4,740,25
2020,August,Telangana,,122,4669,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",1.4,6.95,2007,9,2.84,40,128,87,0.4,1152,25
2020,August,Telangana,,124,4672,"Medi Kunta (Wipro Lake), Nanakramguda",0.3,7.72,1338,8,3.38,15,302,98,0.4,756,25
2020,August,Telangana,,125,4673,Medikunta lake (BK Enclave),1.2,7.25,685,9,1.23,12,114,58,0.4,396,25
2020,August,Telangana,,127,4676,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",2.6,6.97,1228,7,7.84,10,160,84,0.4,690,25
2020,August,Telangana,,128,4677,"Lingam Cheruvu, Suraram (V), Quthubullapur",2.8,7.1,1493,12,3.12,14,252,100,1.2,895,25
2020,August,Telangana,,129,4678,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",0.3,7.08,1296,14,3.74,10,224,88,0.4,819,25
2020,August,Telangana,,130,4679,HUDA Park Lake,0.3,6.8,2299,18,2.84,18,380,176,5.2,1320,25
2020,August,Telangana,,131,4683,"Pedda cheruvu, Madikonda",5,8.34,600,3.2,1.74,8,88,35,0.4,360,25
2020,August,Telangana,,132,4684,Campus Lake Icrisat,5.6,6.91,416,2.4,2,6,36,20,0.4,247,25
2020,August,Telangana,,133,4685,Surisigal Lake Icrisat,6.1,7.02,413,2.7,4,4,32,18,0.4,251,25
2020,August,Telangana,,134,4686,Icrisat Lake,6.3,7.09,678,3.8,5,8,72,26,0.4,396,25
2020,August,Telangana,,135,4687,Red Lake Icrisat,6.5,7.45,707,3.9,5,11,84,30,0.4,401,25
2020,August,Telangana,,136,4689,"Sunnam Kunta, Jubille hills",4.2,8.05,434,4,0.88,4,48,23,0.4,263,25
2020,August,Telangana,,137,4690,"Banjara Kunta (Singadi Kunta), Shaikpet",2.1,8.14,942,8,3.34,8,162,88,0.4,596,25
2020,August,Telangana,,138,4691,"Nagole Cheruvu, Uppal Malkajigiri District.",1.8,6.87,1450,18,2.72,14,132,92,0.4,815,25
2020,August,Telangana,,140,4693,"Patel Cheruvu, Madeenaguda, Miyapur",1.8,6.83,966,5,1.48,10,98,52,0.4,548,25
2020,August,Telangana,,143,4696,"Parki Cheruvu, Kukatpally (V), Balanagar",0.3,7,1387,14,8.46,14,228,84,0.4,810,25
2020,August,Telangana,,145,4698,"Mannevari Kunta, Machabollaram (V), Alwal",3.3,7.22,1296,11,3.36,16,202,84,0.4,741,25
2020,August,Telangana,,146,4699,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",3.2,6.66,715,2.1,1.66,9,34,21,0.4,413,25
2020,August,Telangana,,147,4700,"Large tank, Saroornagar, Rangareddy District.",0.3,6.75,1296,8,2.68,20,256,88,0.4,777,25
2020,August,Telangana,,148,4701,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",2.8,6.83,1321,8,2.76,20,178,94,0.4,743,25
2020,August,Telangana,,149,4702,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",4.7,7.53,1138,8,36,19,350,49,4,630,25
2020,August,Telangana,,150,4703,Bulbul kunta,0.3,7.18,1730,16,1.93,18,188,128,2.2,1038,25
2020,August,Telangana,,151,4704,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",2.5,7.29,573,6,5.33,9,58,51,0.4,346,25
2020,September,Telangana,,53,1172,U/s of Musi at Gandipet (Osmansagar lake),6.4,7.35,426,2.6,0.4,4,39,28,0.4,245,25
2020,September,Telangana,,54,1780,Gandigudem Tank,5.6,6.86,1505,6,10,19,174,56,0.4,868,25
2020,September,Telangana,,55,2358,Mallapur tank,0.3,7.77,1920,29,7.2,28,257,188,1.8,1124,25
2020,September,Telangana,,56,2347,Asani Kunta,0.3,7.02,12100,285,41,231,1280,1283,0.4,7521,25
2020,September,Telangana,,57,1783,Kistareddypet Tank,5.5,7.13,2292,9,16,21,286,65,0.4,1335,25
2020,September,Telangana,,58,2348,Khazipally Tank,4.2,7.09,3510,5.4,18,17,358,42,0.4,2087,25
2020,September,Telangana,,59,4302,Rudraram Tank,6.2,7.14,1378,2.6,12,11,264,20,0.4,833,25
2020,September,Telangana,,61,4241,"Chitkul Tank,",5,7.07,1265,4.2,10,10,206,46,0.4,744,25
2020,September,Telangana,,62,4242,"Lakadaram Cheruvu,",5.7,6.92,961,3,9,13,110,25,0.4,564,25
2020,September,Telangana,,63,4243,"Isnapur Tank,",4.2,7.08,4110,17,26,25,524,125,0.4,2413,25
2020,September,Telangana,,65,1789,Himayathsagar lake,6,7.68,402,2.4,0.4,10,24,18,0.4,242,25
2020,September,Telangana,,66,3069,"Shameerpet lake, Shameerpet",5.2,7.42,650,2.8,1.8,11,82,32,0.4,390,25
2020,September,Telangana,,67,3078,"Pragathinagar cheruvu, Kukatpally",0.3,7.26,1192,11,2.8,10,133,85,0.4,739,25
2020,September,Telangana,,68,2340,Lakshminarayana cheruvu,2.6,8.42,1335,6,1.8,11,213,59,0.4,788,25
2020,September,Telangana,,69,1788,Saroornagar Lake,0.3,7.39,1124,12,3.6,10,129,92,0.9,686,25
2020,September,Telangana,,70,4234,"Umda sagar lake, Shamshabad ",0.3,8.15,1098,9,3.1,8,182,76,0.4,658,25
2020,September,Telangana,,71,1464,Bibinagar Tank,6,7.11,582,3.4,4,7,88,28,0.4,332,25
2020,September,Telangana,,72,3068,Ramappa lake,6.4,7.76,155,2.1,1,3,19,8,0.4,98,25
2020,September,Telangana,,73,1447,Dharmasagar tank,6.2,8.03,241,2.1,0.8,5,22,13,0.4,144,25
2020,September,Telangana,,74,2346,Bhadrakali tank,5.8,8,350,2.4,0.9,8,34,26,0.4,210,25
2020,September,Telangana,,75,3084,"Waddepally tank, Kazipet",5.9,8.12,319,2.1,1.1,8,22,19,0.4,192,25
2020,September,Telangana,,76,3085,Chinnawaddepally tank,3.4,7.88,720,8,2.9,14,73,51,0.4,432,25
2020,September,Telangana,,77,2343,Premajipet tank,0.3,7.44,3230,26,4.7,23,572,212,0.4,1938,25
2020,September,Telangana,,78,2345,Sai Cheruvu,0.3,8.25,3900,33,1.9,17,475,201,0.4,2210,25
2020,September,Telangana,,81,4228,"Pedda Cheruvu/Ibrahim Cheruvu, Rajendra Nagar",0.3,7.22,1420,12,3.9,11,146,92,0.4,817,25
2020,September,Telangana,,82,4230,Kistaipally Cheruvu,4.9,7.19,1485,3.2,12,12,194,28,0.4,848,25
2020,September,Telangana,,83,4231,"Rayam Cheruvu,",5.4,7.3,474,2.1,4,8,72,16,0.4,272,25
2020,September,Telangana,,84,4232,"Komati Cheruvu,",6.8,7.38,351,2.9,3,11,42,24,0.4,202,25
2020,September,Telangana,,85,4235,Lake Kamuni( Shamshabad Lake),2.8,8.13,1376,9,7.9,15,235,78,0.4,798,25
2020,September,Telangana,,86,4233,"Gaddapotharam cheruvu,",4.2,6.56,4120,10,15,27,410,89,0.4,2387,25
2020,September,Telangana,,87,4238,"Ameenpur Cheruvu,",5.5,7.14,1170,3.8,7,22,162,32,0.4,678,25
2020,September,Telangana,,88,4239,"Mahaboobsagar Tank,",5.6,6.83,1008,4.8,5,18,134,39,0.4,619,25
2020,September,Telangana,,89,4244,"Erdanoor Tank,",6.4,7.23,745,3.6,6,12,94,32,0.4,431,25
2020,September,Telangana,,90,4245,"Mallepally Tank,",5.5,7.4,1275,5,11,15,224,41,0.4,886,25
2020,September,Telangana,,91,4247,"Mucharla Nagaram cheruvu, Warangal",5,8.06,572,3.5,1.5,11,69,31,0.4,324,25
2020,September,Telangana,,92,4248,"Koti Cheruvu, Hanamkonda, Warangal",3.8,7.72,760,5,2.6,12,104,46,0.4,456,25
2020,September,Telangana,,93,4229,Neknampur Lake,2.6,7.23,1707,10,7.9,19,247,88,0.4,1024,25
2020,September,Telangana,,94,4249,"Rangasamudram, Warangal",4.8,7.26,772,3.8,2.2,12,73,41,0.4,443,25
2020,September,Telangana,,95,4661,Peddakanjarla Tank,6.6,7.12,168,2.2,1,13,28,14,0.4,98,25
2020,September,Telangana,,96,4666,Ismailkhanpet Tank,6.1,7.19,379,2.1,2,15,46,18,0.4,219,25
2020,September,Telangana,,97,4670,"Bairamalaguda Cheruvu, Medchal-Malkajigiri District.",2.5,8.16,1224,11,4.1,9,116,87,0.4,709,25
2020,September,Telangana,,98,4675,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",4.2,8.24,628,4,1.8,7,85,30,0.4,376,25
2020,September,Telangana,,99,4680,Laknavaram lake,6.8,7.8,98,2.1,0.4,2,7,8,0.4,70,25
2020,September,Telangana,,100,4681,Pakala lake Narsampet,5.2,8.16,290,2.1,0.8,3,19,18,0.4,175,25
2020,September,Telangana,,101,4682,Bandham Cheruvu,3.6,7.62,812,3.1,1.29,8,65,33,0.4,463,25
2020,September,Telangana,,102,4688,"Narinja River, Kothur - B (V), Zaheerabad",6.5,7.05,283,2.1,3,6,38,14,0.4,160,25
2020,September,Telangana,,103,1391,Hussain sagar Lake,2.4,7.69,1066,9,2.6,11,26,72,0.4,642,25
2020,September,Telangana,,104,3071,Langarhouse lake,2.9,7.36,840,5,2.8,9,80,41,0.4,487,25
2020,September,Telangana,,105,2341,Miralam tank,1.4,7.96,1310,12,1.6,12,172,106,0.4,786,25
2020,September,Telangana,,106,3073,"Hasmathpet lake, Hasmathpet",0.3,7.32,1277,26,3.1,12,131,128,0.4,753,25
2020,September,Telangana,,107,3072,Safilguda lake,0.3,7.46,1128,11,3.2,13,148,84,0.4,750,25
2020,September,Telangana,,108,3075,Rangadhamuni cheruvu,4,7.37,762,12,1.2,9,74,42,0.4,457,25
2020,September,Telangana,,109,3076,"Amber cheruvu, Kukatpally",1.2,7.32,1192,13,1.57,12,153,93,0.4,727,25
2020,September,Telangana,,110,3077,"Kapra cheruvu, Kapra",0.3,7.93,1230,10,2.1,10,153,94,0.4,726,25
2020,September,Telangana,,111,2357,Durgam cheruvu,2.8,7.09,876,10,1.6,13,138,84,0.4,526,25
2020,September,Telangana,,112,2344,Nalla cheruvu  Kukatpally,0.3,7.74,1499,14,3.11,19,204,103,0.6,912,25
2020,September,Telangana,,113,2359,Pedda Cheruvu (Nacharam cheruvu),0.3,7.52,1292,14,2.2,7,155,112,0.4,863,25
2020,September,Telangana,,114,2342,Noor Md. Kunta,0.3,7.27,1072,14,6,12,121,96,0.4,643,25
2020,September,Telangana,,115,3070,"Fox sagar, Jeedimetla",1.3,7.75,1562,12,2.6,15,276,83,0.4,937,25
2020,September,Telangana,,116,3074,Banjara Lake,0.3,7.64,1120,10,1.18,9,133,88,0.4,694,25
2020,September,Telangana,,118,3086,Saki Tank,6.2,7.17,1496,5.6,8,13,262,41,0.4,835,25
2020,September,Telangana,,119,4237,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",0.3,7.26,1201,9,3.3,10,133,79,0.4,696,25
2020,September,Telangana,,120,4667,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",0.3,7.65,1696,16,5.9,18,240,110,0.4,1034,25
2020,September,Telangana,,121,4668,"Chinnarayan Cheruvu, Alwal (V)",1.5,7.16,1328,17,5.9,13,162,115,0.4,770,25
2020,September,Telangana,,122,4669,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",1,7.92,1440,14,7.9,11,134,108,0.4,836,25
2020,September,Telangana,,124,4672,"Medi Kunta (Wipro Lake), Nanakramguda",1.3,7.72,1036,6,2.5,9,98,59,0.4,621,25
2020,September,Telangana,,125,4673,Medikunta lake (BK Enclave),3.2,7.06,815,11,1.3,8,73,66,0.4,480,25
2020,September,Telangana,,126,4674,"Meedi Kunta, Hafeezpet (V), Serlingampally",3,7.46,789,7,1.2,8,92,52,0.4,489,25
2020,September,Telangana,,127,4676,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",1.1,7.52,1642,13,4.9,11,160,105,0.4,985,25
2020,September,Telangana,,128,4677,"Lingam Cheruvu, Suraram (V), Quthubullapur",1.2,7.56,1548,15,2.4,15,167,109,0.4,928,25
2020,September,Telangana,,129,4678,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",0.3,7.67,1552,17,4.8,16,170,117,0.4,977,25
2020,September,Telangana,,130,4679,HUDA Park Lake,0.3,7.91,2062,16,2.5,20,286,109,0.4,1237,25
2020,September,Telangana,,131,4683,"Pedda cheruvu, Madikonda",5.4,8.17,461,3.1,1.4,2,29,21,0.4,256,25
2020,September,Telangana,,132,4684,Campus Lake Icrisat,5.9,6.96,324,2.8,3,7,42,21,0.4,184,25
2020,September,Telangana,,133,4685,Surisigal Lake Icrisat,6.3,7.03,362,2.4,3,5,48,20,0.4,210,25
2020,September,Telangana,,134,4686,Icrisat Lake,6.1,7.14,520,3,5,6,64,18,0.4,298,25
2020,September,Telangana,,135,4687,Red Lake Icrisat,6.2,7.17,621,3.4,6,9,84,26,0.4,362,25
2020,September,Telangana,,136,4689,"Sunnam Kunta, Jubille hills",3,7.98,647,8,2.1,5,68,63,0.4,428,25
2020,September,Telangana,,137,4690,"Banjara Kunta (Singadi Kunta), Shaikpet",1.6,7.32,1006,11,2,9,112,82,0.4,610,25
2020,September,Telangana,,138,4691,"Nagole Cheruvu, Uppal Malkajigiri District.",2,7.82,1034,16,2,11,68,79,0.4,604,25
2020,September,Telangana,,140,4693,"Patel Cheruvu, Madeenaguda, Miyapur",0.3,7.26,1038,9,2.1,9,92,63,0.4,622,25
2020,September,Telangana,,143,4696,"Parki Cheruvu, Kukatpally (V), Balanagar",0.3,7.13,1280,17,4.6,10,114,96,0.4,742,25
2020,September,Telangana,,145,4698,"Mannevari Kunta, Machabollaram (V), Alwal",0.3,6.98,1464,14,2.3,11,274,119,0.4,922,25
2020,September,Telangana,,146,4699,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",4.8,7.78,498,2.1,1,3,34,20,0.4,276,25
2020,September,Telangana,,148,4701,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",0.3,7.69,1172,10,1.6,13,138,71,0.4,691,25
2020,September,Telangana,,149,4702,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",4.3,7.41,1132,12,34,17,340,82,8,679,25
2020,September,Telangana,,150,4703,Bulbul kunta,0.3,7.71,1812,18,2.8,21,269,132,0.4,1087,25
2020,October,Telangana,,53,1172,"U/s of Musi at Gandipet (Osmansagar lake) (BM-Jan, Apr & Oct)",6.7,7.49,356,2.1,1.5,5,32,27,0.4,207,25
2020,October,Telangana,,54,1780,Gandigudem Tank,5.8,7.08,1230,5.6,8,14,164,52,,718,25
2020,October,Telangana,,55,2358,Mallapur tank,0.3,7.39,2033,20,5.1,29,370,197,0.4,1346,25
2020,October,Telangana,,56,2347,Asani Kunta,0.3,7.12,11420,318,32,225,1120,1258,,6587,25
2020,October,Telangana,,57,1783,Kistareddypet Tank,5.7,7.23,1820,10,11,17,201,96,,1029,25
2020,October,Telangana,,58,2348,Khazipally Tank,4.6,7.13,3110,5,21,14,336,52,,1741,25
2020,October,Telangana,,59,4302,Rudraram Tank,6.1,6.94,1148,3,9,9,192,30,,638,25
2020,October,Telangana,,60,4240,"Muthangi Tank,",5.1,7.21,325,3,4,5,36,28,,186,25
2020,October,Telangana,,61,4241,"Chitkul Tank,",4.9,6.53,982,5.2,6,8,164,50,,562,25
2020,October,Telangana,,62,4242,"Lakadaram Cheruvu,",5.9,7.4,780,3,6,11,84,28,,419,25
2020,October,Telangana,,63,4243,"Isnapur Tank,",4,7,2715,12,20,21,416,96,,1534,25
2020,October,Telangana,,65,1789,"Himayathsagar lake                                                                                                (BM-Jan, Apr & Oct)",7.5,7.67,272,2.1,1.4,11,34,22,0.4,182,25
2020,October,Telangana,,66,3069,"Shameerpet lake, Shameerpet",5.7,7.26,484,2.2,1.5,12,66,30,0.4,276,25
2020,October,Telangana,,67,3078,"Pragathinagar cheruvu, Kukatpally",2.8,7.45,1159,10,2.5,10,196,105,0.4,793,25
2020,October,Telangana,,68,2340,Lakshminarayana cheruvu,5.2,7.54,1256,4,2.1,11,227,39,0.4,784,25
2020,October,Telangana,,69,1788,"Saroornagar Lake   (BM-Jan, Apr & Oct)",2.4,6.89,1122,8,3.9,10,194,101,0.4,740,25
2020,October,Telangana,,70,4234,"Umda sagar lake, Shamshabad ",2.3,7.18,1048,8,3.4,9,202,93,0.4,712,25
2020,October,Telangana,,71,1464,Bibinagar Tank,5.8,7.46,448,3.6,3,6,62,30,,262,25
2020,October,Telangana,,72,3068,Ramappa lake,6.8,8.1,202,2.1,1.1,3,34,17,0.4,137,25
2020,October,Telangana,,73,1447,Dharmasagar tank,6.5,8.27,313,2.1,1.1,5,40,22,0.4,198,25
2020,October,Telangana,,74,2346,Bhadrakali tank,6.7,8.38,452,2.1,1.2,9,58,30,0.4,264,25
2020,October,Telangana,,75,3084,"Waddepally tank, Kazipet",6.5,8.36,421,2.1,1.4,9,50,30,0.4,246,25
2020,October,Telangana,,76,3085,Chinnawaddepally tank,2.8,8.46,737,5,4.2,15,114,55,0.4,486,25
2020,October,Telangana,,77,2343,Premajipet tank,2.6,7.29,2588,24,7,24,412,257,0.4,1485,25
2020,October,Telangana,,78,2345,Sai Cheruvu,3.7,8.39,2765,21,1.9,18,374,173,0.4,1593,25
2020,October,Telangana,,82,4230,Kistaipally Cheruvu,4.6,7.26,1648,4.2,9,11,202,38,,963,25
2020,October,Telangana,,83,4231,"Rayam Cheruvu,",5.1,7.21,329,2.6,2,7,54,24,,193,25
2020,October,Telangana,,84,4232,"Komati Cheruvu,",7,7.5,298,2.1,2,9,44,18,,174,25
2020,October,Telangana,,86,4233,"Gaddapotharam cheruvu,",4.3,7.31,2950,9,13,22,321,84,,1620,25
2020,October,Telangana,,87,4238,"Ameenpur Cheruvu,",5.7,7.5,995,4.2,6,16,128,40,,611,25
2020,October,Telangana,,88,4239,"Mahaboobsagar Tank,",5.5,7.48,864,4.4,2,14,98,39,,508,25
2020,October,Telangana,,89,4244,"Erdanoor Tank,",6.1,7.05,537,3.1,6,11,58,23,,322,25
2020,October,Telangana,,90,4245,"Mallepally Tank,",5.8,7.28,1042,3.8,8,9,144,29,,651,25
2020,October,Telangana,,91,4247,"Mucharla Nagaram cheruvu, Warangal",3.4,8.49,527,4,1.8,11,83,46,0.4,338,25
2020,October,Telangana,,92,4248,"Koti Cheruvu, Hanamkonda, Warangal",2.5,8.39,764,6,2.9,13,128,67,0.4,510,25
2020,October,Telangana,,93,4229,Neknampur Lake,Sample RO Not Submitted,,,,,,,,,,25
2020,October,Telangana,,95,4661,Peddakanjarla Tank,6.7,6.53,146,2.1,1,11,22,25,,84,25
2020,October,Telangana,,96,4666,Ismailkhanpet Tank,6.6,7.45,299,3,2,13,28,29,,168,25
2020,October,Telangana,,98,4675,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",3.5,8.26,668,4,2.5,8,112,53,0.4,430,25
2020,October,Telangana,,99,4680,Laknavaram lake,6.8,7.62,104,2.1,0.7,3,16,13,0.4,65,25
2020,October,Telangana,,100,4681,Pakala lake Narsampet,6.4,7.92,256,2.1,1.1,3,34,27,0.4,164,25
2020,October,Telangana,,102,4688,"Narinja River, Kothur - B (V), Zaheerabad",6.9,7.35,198,2.4,2,5,28,20,,114,25
2020,October,Telangana,,103,1391,Hussain sagar Lake,1.4,6.92,1086,10,2.9,12,91,113,0.4,696,25
2020,October,Telangana,,104,3071,Langarhouse lake,3.4,7.43,960,4,3.1,10,112,57,0.4,541,25
2020,October,Telangana,,105,2341,Miralam tank,1.5,7.19,1161,14,1.9,13,210,153,0.4,768,25
2020,October,Telangana,,106,3073,"Hasmathpet lake, Hasmathpet",0.3,7.17,1276,22,3.4,12,198,137,0.4,807,25
2020,October,Telangana,,107,3072,Safilguda lake,0.3,7.11,1242,10,3.5,13,192,121,0.4,804,25
2020,October,Telangana,,108,3075,Rangadhamuni cheruvu,3.8,7.5,876,8,1.5,9,88,33,0.4,511,25
2020,October,Telangana,,109,3076,"Amber cheruvu, Kukatpally",2.9,7.81,1184,10,1.87,13,216,123,0.4,781,25
2020,October,Telangana,,110,3077,"Kapra cheruvu, Kapra",3.7,7.18,1155,8,2.4,12,206,109,0.4,780,25
2020,October,Telangana,,111,2357,Durgam cheruvu,3.2,7.54,860,8,1.9,13,180,93,0.4,580,25
